Source,Target,Weight,Delay
2,683,64.2851,7
2,687,75.4014,5
2,712,93.8742,2
2,717,58.6173,2
2,726,80.3745,2
2,728,117.931,2
2,741,163.972,2
2,750,88.9944,4
2,751,13.5212,1
2,777,192.326,9
2,787,64.3888,2
2,789,124.262,6
2,793,90.8396,2
2,797,109.656,1
2,803,36.1733,5
2,807,159.034,5
2,834,146.72,2
2,850,123.351,2
2,879,60.585,3
2,886,155.952,5
2,892,61.5866,1
2,893,11.9596,2
2,904,99.2676,2
2,913,166.552,2
2,925,166.534,4
2,927,87.6285,2
2,934,40.7733,5
2,961,48.7042,4
2,968,154.516,4
2,985,137.457,4
3,54,155.081,1
3,68,169.098,3
3,116,53.1808,2
3,117,83.1047,3
3,118,98.0232,1
3,124,98.8694,3
3,135,149.741,4
3,142,111.744,2
3,151,67.4697,4
3,163,119.035,6
3,165,176.373,1
3,178,181.224,4
3,214,79.5067,1
3,223,93.0234,3
3,224,132.978,2
3,228,77.4641,7
3,230,163.579,1
3,232,195.231,2
3,252,138.608,6
3,258,23.3751,5
3,288,119.177,2
3,291,51.3293,10
3,309,199.421,3
3,344,119.793,4
3,359,116.302,7
3,372,26.3708,3
3,385,188.361,2
3,390,2.53312,2
3,405,96.9734,7
3,423,149.772,9
3,440,104.156,7
3,448,145.359,6
3,453,155.616,1
3,460,132.565,6
3,461,142.473,5
3,496,62.5143,5
3,502,183.227,4
3,522,118.909,6
3,548,114.357,9
3,558,197.678,2
3,563,38.6355,2
3,567,65.293,4
3,579,2.06601,2
3,590,104.801,6
3,596,54.7328,3
3,608,196.344,7
3,651,111.244,4
3,659,122.712,9
3,663,92.0459,4
3,669,193.958,2
3,674,150.98,5
3,675,185.711,2
3,690,196.33,5
3,699,17.1001,1
3,702,60.8217,4
3,707,187.362,2
3,710,106.597,4
3,731,143.322,3
3,737,113.131,2
3,753,164.471,5
3,766,93.6949,2
3,780,192.761,4
3,781,9.93396,1
3,789,20.8091,1
3,805,113.398,2
3,814,166.274,2
3,836,9.77149,9
3,839,14.2322,5
3,840,199.392,2
3,844,39.5771,2
3,856,3.21779,8
3,857,141.735,10
3,858,94.8083,4
3,862,11.4022,3
3,894,32.7191,1
3,901,50.8308,3
3,919,53.0172,4
3,935,76.1905,3
3,942,28.4056,7
3,953,191.331,1
3,963,91.7007,10
3,968,106.86,4
3,985,170.523,5
3,997,149.53,5
4,7,153.172,1
4,37,33.5365,6
4,51,10.6951,7
4,61,184.426,2
4,70,163.648,5
4,90,31.0349,3
4,97,4.90682,1
4,102,65.3961,5
4,117,40.6516,2
4,121,165.915,3
4,132,83.5628,2
4,153,118.342,4
4,167,2.75862,5
4,177,118.803,3
4,203,106.125,4
4,214,41.9956,3
4,221,64.1546,7
4,272,159.169,1
4,282,5.05991,10
4,284,177.763,1
4,286,90.1746,2
4,309,126.282,1
4,334,130.692,4
4,335,155.671,3
4,360,22.5189,2
4,363,10.1021,8
4,393,149.19,5
4,401,16.6426,3
4,440,128.373,5
4,447,34.3827,1
4,461,183.591,2
4,482,99.4559,8
4,485,65.2984,7
4,488,187.017,4
4,494,192.915,1
4,498,40.2938,7
4,502,15.4142,1
4,506,97.3906,2
4,522,171.745,5
4,528,140.089,8
4,531,79.6,4
4,550,46.6447,6
4,585,186.78,7
4,596,146.975,3
4,603,148.192,9
4,636,18.7344,1
4,654,50.9198,4
4,655,66.0469,2
4,656,3.67153,6
4,675,159.766,5
4,689,22.4239,1
4,702,8.53735,1
4,744,143.941,4
4,748,138.012,1
4,754,29.3638,4
4,755,41.4703,3
4,773,17.4878,5
4,781,40.8423,4
4,795,76.2782,5
4,813,25.1639,2
4,815,189.733,7
4,820,68.1156,1
4,827,2.03606,1
4,830,73.1688,1
4,840,10.2103,5
4,859,36.446,5
4,863,74.7885,1
4,869,169.582,5
4,882,79.7293,3
4,899,151.372,1
4,907,2.00874,1
4,917,184.548,5
4,937,157.25,3
4,946,140.988,2
4,957,32.9387,2
4,959,123.397,3
4,988,185.071,2
4,995,18.0043,4
4,998,51.1594,3
5,2,78.0332,3
5,14,68.1828,3
5,23,113.518,5
5,30,107.952,3
5,41,76.2542,6
5,63,8.65193,4
5,65,179.166,4
5,78,104.067,3
5,85,118.485,5
5,86,16.0157,3
5,88,168.218,3
5,94,134.012,4
5,110,93.3194,2
5,144,175.903,1
5,153,199.392,5
5,158,55.0161,6
5,163,139.474,2
5,175,153.076,3
5,176,100.88,3
5,184,35.9826,7
5,185,59.559,4
5,191,26.2708,3
5,199,184.855,5
5,201,23.064,2
5,206,197.817,3
5,215,135.901,5
5,219,10.4038,1
5,228,48.5216,2
5,233,184.047,5
5,259,74.6774,1
5,278,89.1388,5
5,279,165.041,3
5,298,20.1815,2
5,307,112.428,2
5,334,132.513,5
5,338,199.857,2
5,353,151.246,4
5,363,180.367,2
5,364,84.01,4
5,365,67.0271,6
5,366,156.582,4
5,380,121.45,3
5,381,154.064,6
5,388,144.492,3
5,391,103.705,2
5,396,103.066,3
5,397,60.4125,1
5,408,165.767,2
5,431,74.2148,3
5,438,114.528,6
5,439,137.034,1
5,444,116.562,2
5,445,178.728,2
5,451,102.115,3
5,454,191.517,3
5,459,114.674,2
5,470,105.865,2
5,473,195.154,4
5,484,30.366,1
5,496,187.795,4
5,503,142.209,4
5,504,65.8014,2
5,515,35.1239,6
5,519,90.8044,3
5,526,165.069,8
5,527,162.78,1
5,528,1.76915,3
5,529,77.1012,3
5,530,174.056,5
5,543,70.8599,2
5,554,161.341,2
5,563,153.979,5
5,566,142.572,4
5,568,62.47,6
5,601,127.743,6
5,614,78.574,4
5,616,197.921,4
5,620,59.0389,1
5,627,24.7066,2
5,633,183.014,4
5,635,26.4555,3
5,638,100.616,4
5,656,43.0232,4
5,669,17.7762,5
5,685,145.61,2
5,693,15.6687,6
5,700,81.0805,5
5,713,81.6319,5
5,717,102.124,4
5,718,148.757,2
5,720,146.045,3
5,728,19.5677,2
5,732,86.4274,2
5,735,166.33,3
5,743,132.358,7
5,744,191.686,5
5,745,130.028,3
5,757,145.91,7
5,758,54.6561,3
5,771,54.7754,5
5,805,46.2877,6
5,810,105.326,3
5,818,185.789,7
5,819,178.599,7
5,834,191.102,4
5,856,39.4892,5
5,876,194.221,1
5,896,144.539,4
5,897,177.54,3
5,902,0.169069,4
5,912,41.1566,3
5,922,104.15,3
5,926,154.069,4
5,939,149.534,3
5,949,27.7891,3
5,951,47.6691,2
5,958,10.6906,5
5,968,83.6051,3
5,974,1.38031,2
5,978,102.297,4
5,989,47.3874,6
6,4,133.467,3
6,29,172.069,2
6,33,160.323,7
6,79,138.788,4
6,80,86.2072,4
6,81,120.089,4
6,94,182.486,4
6,101,52.0987,4
6,106,62.9796,3
6,108,0.695793,3
6,156,105.954,6
6,165,196.851,1
6,192,38.6768,3
6,230,137.114,2
6,233,19.7673,5
6,238,128.302,1
6,250,46.6986,5
6,269,133.177,5
6,272,104.6,2
6,287,180.024,5
6,318,143.314,6
6,333,52.8431,2
6,347,175.965,5
6,357,108.214,3
6,360,54.5596,2
6,365,174.237,2
6,366,140.166,4
6,382,36.0072,5
6,394,99.8548,5
6,414,65.3874,4
6,441,18.7507,5
6,448,56.8062,6
6,449,194.827,4
6,453,3.02945,1
6,467,174.72,1
6,498,196.593,6
6,502,37.0038,4
6,511,186.058,4
6,513,129.607,5
6,528,178.219,8
6,536,191.979,2
6,567,155.834,5
6,570,104.484,1
6,576,181.826,2
6,577,74.447,9
6,599,118.272,5
6,660,190.482,3
6,699,153.636,2
6,731,176.469,3
6,737,53.3681,1
6,744,99.1069,3
6,770,158.464,5
6,772,184.397,6
6,789,64.9443,2
6,803,133.675,3
6,805,145.181,3
6,814,120.758,3
6,840,126.888,2
6,843,150.385,4
6,852,59.3918,1
6,854,174.162,1
6,863,8.74909,3
6,864,156.477,2
6,869,179.093,3
6,881,7.83464,5
6,911,155.779,6
6,919,42.0015,4
6,922,128.697,7
6,935,9.28465,3
6,953,74.9483,2
6,956,104.397,1
6,959,168.537,2
7,22,57.0155,9
7,41,46.0099,3
7,44,138.786,2
7,84,119.221,3
7,86,144.743,6
7,90,168.729,2
7,103,154.083,2
7,117,164.11,2
7,118,38.3533,3
7,132,57.0779,1
7,147,166.071,1
7,180,195.623,6
7,192,24.538,2
7,203,122.493,4
7,206,172.441,5
7,207,106.07,6
7,208,123.336,2
7,211,73.75,3
7,213,126.424,3
7,215,180.056,4
7,219,7.03258,7
7,221,26.4156,6
7,230,155.581,4
7,253,199.701,9
7,260,111.065,2
7,272,164.781,2
7,284,42.4763,2
7,297,186.162,6
7,300,136.602,1
7,309,10.3036,2
7,319,102.292,6
7,324,51.0176,6
7,333,197.115,3
7,339,21.2245,2
7,360,29.0432,2
7,366,186.702,6
7,389,179.858,8
7,412,123.787,4
7,419,192.191,9
7,429,69.6596,6
7,432,150.604,4
7,450,6.04288,4
7,467,40.9204,3
7,482,19.5568,7
7,494,70.9819,2
7,502,40.7007,1
7,522,83.0549,4
7,523,108.438,2
7,526,151.186,1
7,533,47.8676,3
7,534,25.6217,5
7,546,107.801,2
7,560,167.972,3
7,569,191.443,4
7,575,19.5014,1
7,582,36.7957,4
7,596,69.2802,2
7,602,110.174,4
7,644,94.3362,8
7,646,115.475,7
7,651,149.709,3
7,679,94.5515,3
7,694,30.4434,4
7,702,9.40489,1
7,708,194.204,3
7,718,12.5883,8
7,720,162.136,9
7,725,52.6518,6
7,731,34.1828,4
7,744,149.647,4
7,750,135.399,7
7,754,0.670099,3
7,755,64.2801,2
7,792,35.7675,3
7,827,144.748,1
7,830,180.551,2
7,850,101.803,8
7,852,104.916,4
7,858,18.563,2
7,863,127.999,1
7,900,99.712,4
7,901,28.2532,1
7,903,164.856,5
7,916,20.5166,1
7,919,68.2135,7
7,935,0.613624,1
7,943,197.874,3
7,945,172.306,3
7,946,49.8145,2
7,957,139.501,1
7,966,21.3298,2
7,978,16.0538,5
7,988,91.1918,1
8,10,110.717,4
8,20,149.479,4
8,24,38.2466,3
8,50,110.835,2
8,78,191.279,6
8,82,68.1335,2
8,84,29.577,3
8,90,52.3716,3
8,91,145.031,2
8,99,66.1156,5
8,107,103.587,2
8,110,75.6997,5
8,117,52.3562,4
8,127,151.959,6
8,133,55.1287,2
8,136,85.5262,2
8,148,14.7906,2
8,150,72.5732,3
8,152,111.432,2
8,153,25.5531,2
8,154,35.0345,7
8,167,192.51,4
8,172,183.973,4
8,173,61.4181,2
8,176,89.8394,3
8,184,15.8389,4
8,186,71.4343,3
8,188,117.516,4
8,205,49.3961,4
8,209,57.3855,3
8,212,99.6685,2
8,221,143.963,2
8,233,155.664,1
8,237,194.675,2
8,240,46.911,3
8,250,51.8672,2
8,260,197.423,6
8,261,110.009,3
8,269,122.992,3
8,270,37.8559,4
8,271,183.845,2
8,277,171.763,1
8,279,123.467,3
8,283,130.821,3
8,306,119.384,1
8,314,169.754,3
8,319,24.6617,2
8,337,133.586,2
8,338,68.4884,3
8,378,8.98641,2
8,380,29.9303,3
8,395,48.417,2
8,432,174.445,2
8,436,169.494,3
8,443,83.7638,3
8,457,90.7154,2
8,466,190.488,4
8,469,135.592,5
8,485,70.1125,2
8,492,145.147,4
8,507,60.2949,4
8,508,95.8377,5
8,517,183.777,3
8,530,79.0842,3
8,533,47.0046,2
8,534,172.92,3
8,552,179.945,1
8,575,86.1937,4
8,588,107.653,3
8,589,22.8475,3
8,610,189.265,8
8,619,174.342,4
8,621,181.773,3
8,628,122.281,3
8,631,86.1426,2
8,637,104.789,1
8,642,166.349,2
8,652,75.5957,4
8,657,75.3211,3
8,659,95.0886,4
8,681,180.812,3
8,700,114.075,2
8,712,14.635,5
8,719,64.6393,4
8,730,66.3277,5
8,740,109.46,1
8,742,107.179,4
8,748,157.475,5
8,753,53.7153,2
8,764,113.979,1
8,771,106.963,1
8,773,27.6659,7
8,791,24.501,2
8,793,95.5369,7
8,807,30.7614,3
8,830,93.7593,6
8,835,115.189,6
8,839,117.151,2
8,847,35.0641,5
8,854,12.5032,5
8,863,86.7429,4
8,869,45.7587,4
8,880,25.7458,3
8,883,4.93855,5
8,897,72.1112,2
8,900,41.0692,1
8,919,13.8417,7
8,927,39.7266,6
8,932,27.1937,6
8,939,173.005,3
8,959,135.336,4
8,960,60.72,5
8,972,80.9874,4
8,978,16.4758,2
8,982,132.449,5
9,22,84.2787,2
9,38,88.6004,1
9,115,139.423,1
9,130,171.71,6
9,142,188.414,4
9,154,30.6753,2
9,156,64.1556,3
9,160,116.813,3
9,181,126.095,1
9,214,11.2457,5
9,220,168.381,5
9,227,196.043,1
9,239,88.8359,2
9,246,17.329,3
9,249,12.9173,2
9,257,184.197,1
9,264,169.448,2
9,271,101.712,8
9,292,75.2947,10
9,318,14.7054,2
9,323,117.535,1
9,336,109.246,3
9,344,134.448,6
9,347,113.683,1
9,378,20.0802,6
9,382,69.6331,1
9,385,183.092,3
9,394,84.8944,3
9,396,82.6386,4
9,406,154.287,1
9,421,91.8335,1
9,429,149.169,2
9,441,193.565,2
9,476,1.57245,1
9,495,11.001,4
9,499,62.9252,3
9,515,105.785,1
9,532,68.1556,2
9,555,79.1135,1
9,562,15.9166,1
9,564,78.8412,5
9,566,145.092,2
9,593,194.565,2
9,600,168.126,2
9,613,96.4138,2
9,625,180.835,6
9,653,39.6613,3
9,664,26.3601,2
9,695,0.431206,2
9,710,148.745,1
9,714,158.676,8
9,732,144.305,7
9,751,67.7221,3
9,759,76.0083,2
9,761,86.6036,4
9,767,127.521,3
9,785,153.059,2
9,787,54.2467,4
9,821,29.8979,4
9,826,4.39661,2
9,835,191.212,2
9,844,84.6252,3
9,869,14.8217,4
9,870,135.529,8
9,871,90.7044,1
9,919,88.3239,1
9,931,99.4905,2
9,932,12.3842,3
9,937,96.0296,6
9,947,196.688,1
9,956,97.568,6
9,983,126.092,2
9,985,7.15657,1
9,989,138.493,2
9,995,144.692,4
9,996,97.0014,1
9,997,97.7807,1
9,998,196.454,5
10,1,171.97,5
10,5,155.624,2
10,14,8.62813,2
10,15,25.4779,2
10,19,62.3019,2
10,21,32.5453,2
10,25,165.722,4
10,28,197.146,2
10,30,127.833,2
10,47,88.6818,6
10,60,97.4724,4
10,64,112.923,6
10,66,55.536,1
10,67,186.583,4
10,87,181.383,3
10,88,44.108,4
10,113,183.424,1
10,115,14.4974,7
10,116,137.145,6
10,127,116.378,2
10,136,37.8234,3
10,141,65.4986,3
10,144,37.3394,2
10,146,21.4176,5
10,155,3.29185,2
10,160,183.246,4
10,163,130.693,3
10,172,63.4896,1
10,176,125.78,3
10,195,22.4646,2
10,196,81.2787,4
10,201,148.352,1
10,205,143.314,1
10,209,162.694,4
10,218,175.301,2
10,219,73.065,2
10,220,187.792,4
10,229,132.17,4
10,243,25.4715,1
10,251,70.2479,2
10,258,175.191,3
10,263,185.071,1
10,272,149.764,8
10,275,134.077,2
10,277,162.803,4
10,285,29.7801,5
10,294,161.096,6
10,300,106.501,7
10,303,5.83837,3
10,307,52.0668,3
10,319,11.8589,3
10,326,99.8065,3
10,330,121.382,3
10,346,57.9959,4
10,353,42.2254,4
10,358,69.945,2
10,361,153.531,3
10,367,181.382,5
10,380,110.263,2
10,383,184.471,2
10,422,86.211,3
10,437,102.489,6
10,444,146.774,3
10,475,85.2239,1
10,482,43.6384,6
10,487,59.7362,5
10,495,160.398,5
10,496,43.0762,3
10,506,130.718,7
10,513,38.3059,3
10,516,24.5769,4
10,519,128.075,2
10,524,79.7625,2
10,540,62.8797,4
10,559,135.936,3
10,562,95.5165,7
10,564,150.36,3
10,571,14.9309,1
10,578,111.385,3
10,594,111.368,2
10,615,76.2812,5
10,618,187.056,5
10,620,91.2813,1
10,645,160.302,2
10,651,176.425,5
10,678,28.5083,5
10,697,198.509,7
10,724,168.337,4
10,725,98.5423,3
10,729,79.4526,4
10,732,163.632,1
10,734,20.3407,2
10,741,76.0686,3
10,753,115.103,3
10,772,140.312,3
10,780,72.6872,5
10,794,135.333,2
10,801,41.9011,4
10,804,64.3984,1
10,806,81.1646,7
10,807,69.9903,2
10,821,49.2042,5
10,828,191.589,3
10,841,19.8948,2
10,844,127.041,7
10,859,194.526,4
10,868,80.6198,5
10,877,11.547,2
10,880,145.985,3
10,888,178.159,3
10,889,3.81187,3
10,898,147.912,2
10,907,7.33408,8
10,915,64.0483,1
10,918,95.7201,2
10,920,38.9986,6
10,922,175.114,4
10,927,184.778,3
10,934,148.982,8
10,958,119.757,3
10,964,39.4048,2
10,971,89.5966,3
10,973,15.4432,4
10,986,58.2963,3
10,989,131.658,7
10,999,152.178,2
11,1,27.3853,4
11,15,198.6,1
11,35,34.2354,2
11,36,173.186,3
11,46,110.602,6
11,75,169.283,7
11,86,39.7136,4
11,88,45.4111,2
11,91,136.23,8
11,119,102.504,1
11,162,27.5695,3
11,163,193.027,3
11,164,178.011,1
11,165,121.624,8
11,174,10.838,2
11,184,175.137,8
11,185,175.794,4
11,227,90.6011,7
11,241,66.4427,2
11,249,139.941,6
11,252,78.7074,4
11,259,123.541,2
11,263,121.36,4
11,274,93.1366,3
11,275,80.5853,1
11,280,169.938,4
11,282,3.60169,3
11,305,111.571,2
11,306,139.717,6
11,328,88.3467,2
11,338,47.663,4
11,346,34.2493,4
11,363,163.902,3
11,389,75.0726,2
11,396,156.132,5
11,408,33.0442,1
11,417,157.748,1
11,459,28.521,3
11,472,7.96648,1
11,478,154.771,2
11,486,78.9883,4
11,495,188.93,3
11,498,70.9138,4
11,503,71.7996,3
11,513,169.645,4
11,516,75.9491,6
11,517,7.24665,7
11,520,178.013,2
11,524,100.136,3
11,527,77.5265,2
11,543,12.4785,2
11,545,184.532,3
11,553,182.607,2
11,571,10.8732,3
11,590,159.953,8
11,604,164.906,4
11,607,91.8186,3
11,610,146.653,2
11,611,149.556,2
11,612,21.5117,7
11,620,34.4211,3
11,623,89.2873,6
11,634,135.006,7
11,635,16.9947,1
11,670,155.824,1
11,680,50.2832,4
11,688,142.964,1
11,712,68.7029,3
11,717,100.575,3
11,718,66.4531,3
11,723,136.772,2
11,727,180.663,3
11,729,132.024,1
11,752,104.729,1
11,772,28.6798,3
11,775,81.2548,2
11,826,33.7207,6
11,840,17.6199,8
11,842,65.7976,4
11,847,191.92,6
11,859,121.818,7
11,863,102.631,9
11,879,119.745,1
11,888,69.9515,1
11,951,2.70753,3
11,952,126.637,2
11,958,199.403,6
11,960,96.9774,2
11,970,89.0967,3
11,971,154.861,1
11,980,150.047,2
11,986,111.953,1
12,1,43.0236,4
12,42,109.093,3
12,51,14.1144,4
12,59,102.783,4
12,63,39.0717,1
12,82,192.649,6
12,99,99.6878,1
12,124,46.4706,7
12,141,60.8446,2
12,176,42.8158,6
12,195,70.6281,3
12,202,123.601,3
12,209,95.1917,4
12,215,108.659,6
12,218,144.639,4
12,232,197.273,8
12,242,113.405,3
12,259,91.5704,5
12,275,62.7151,4
12,279,125.759,4
12,282,14.5907,2
12,297,80.9171,6
12,303,63.314,3
12,307,140.104,5
12,309,137.571,10
12,316,177.823,5
12,319,126.07,4
12,326,97.1321,1
12,334,27.8496,6
12,351,30.8133,3
12,353,91.7263,3
12,388,92.3377,5
12,402,134.768,1
12,415,120.304,5
12,418,9.44593,5
12,422,59.894,3
12,426,0.812632,10
12,431,30.8259,1
12,447,6.16449,11
12,448,147.401,7
12,462,98.9679,2
12,464,147.736,4
12,505,176.3,5
12,514,191.749,6
12,528,106.205,3
12,539,185.98,7
12,545,0.566007,2
12,559,7.51616,2
12,561,153.689,4
12,577,142.715,2
12,586,165.986,1
12,609,42.9469,2
12,611,89.9029,3
12,612,114.924,4
12,615,55.5397,5
12,616,126.287,3
12,626,7.46856,5
12,642,111.668,5
12,644,60.2807,6
12,648,125.601,6
12,652,110.825,3
12,658,28.6172,1
12,659,161.153,4
12,662,144.532,1
12,680,43.5675,7
12,706,15.4253,6
12,718,144.465,3
12,740,198.676,5
12,753,3.74212,5
12,755,24.0014,8
12,783,34.1424,3
12,807,172.465,3
12,811,90.7957,6
12,825,68.2606,3
12,828,10.4207,3
12,877,114.652,2
12,878,175.69,2
12,891,120.749,3
12,935,196.174,10
12,939,109.364,5
12,951,81.2202,5
12,960,186.323,3
12,987,1.64748,2
13,16,155.471,2
13,64,88.9108,1
13,71,180.067,4
13,79,181.065,7
13,107,89.6236,3
13,138,156.671,4
13,150,60.8073,2
13,168,4.56683,4
13,180,166.459,1
13,199,35.3864,3
13,219,37.2968,7
13,229,186.555,5
13,263,135.816,6
13,267,22.0958,3
13,273,23.7511,1
13,276,127.359,3
13,278,169.908,3
13,288,172.589,7
13,312,140.743,10
13,314,153.065,4
13,331,89.0977,1
13,337,1.21018,3
13,366,181.734,9
13,368,51.8496,7
13,400,143.524,6
13,425,101.524,3
13,448,164.52,3
13,457,140.601,4
13,468,164.898,2
13,483,75.7521,3
13,485,70.553,3
13,492,152.254,3
13,530,140.558,3
13,540,26.999,4
13,548,35.897,1
13,553,35.7837,8
13,560,109.707,3
13,565,199.349,7
13,580,177.578,1
13,589,5.07862,3
13,598,103.763,3
13,604,49.1726,11
13,648,169.358,2
13,652,90.3992,5
13,661,16.8492,2
13,679,84.6687,3
13,682,86.5699,3
13,689,136.884,6
13,711,125.813,3
13,722,16.0588,4
13,749,109.832,2
13,777,1.44454,2
13,779,93.2774,1
13,781,5.18304,8
13,798,157.162,1
13,819,114.846,3
13,824,71.2233,3
13,832,116.879,2
13,846,168.812,6
13,873,168.96,5
13,917,114.873,2
13,938,173.839,1
13,962,69.1009,2
13,973,108.959,3
13,982,58.1839,4
13,984,0.169712,7
14,10,136.361,2
14,17,95.7064,3
14,41,0.784482,6
14,48,185.666,2
14,51,122.505,3
14,58,91.1056,3
14,63,19.213,2
14,66,124.65,3
14,76,6.66603,7
14,79,183.694,6
14,99,194.125,1
14,109,79.8252,3
14,110,105.358,5
14,140,153.377,5
14,142,124.722,7
14,144,163.501,4
14,158,187.366,4
14,166,114.344,4
14,176,13.6494,5
14,190,97.7006,8
14,195,69.1583,2
14,201,108.912,2
14,202,67.9576,3
14,220,152.939,6
14,222,106.618,5
14,225,41.4293,5
14,241,10.4895,4
14,242,89.3548,2
14,249,6.3295,7
14,285,143.364,4
14,287,198.187,5
14,289,54.6573,2
14,305,105.126,4
14,320,83.1493,4
14,326,127.918,1
14,342,105.392,3
14,351,50.7798,2
14,355,4.58105,2
14,367,173.188,4
14,386,176.439,4
14,414,152.632,7
14,430,145.387,4
14,431,18.1942,1
14,445,184.044,5
14,462,118.399,1
14,474,25.893,4
14,480,63.2742,4
14,486,70.8457,1
14,491,107.994,5
14,493,32.8224,1
14,508,51.3457,2
14,520,130.036,5
14,525,12.5181,1
14,527,175.411,3
14,528,178.85,2
14,550,77.8616,4
14,552,132.91,6
14,559,166.643,2
14,561,74.8688,4
14,578,159.774,3
14,588,155.534,3
14,589,108.466,4
14,595,7.88678,3
14,609,189.691,1
14,611,92.3718,3
14,620,82.5744,3
14,654,89.6099,8
14,668,92.8925,5
14,681,80.2866,5
14,683,155.373,2
14,684,60.6415,3
14,692,103.918,1
14,696,112.525,1
14,712,41.4598,5
14,722,137.971,5
14,723,174.314,3
