ID,x,y
151,2.32344,0.314987
152,0.442488,1.63685
153,1.14527,1.14869
154,2.10384,0.304371
155,1.48399,1.88587
156,2.33052,1.01064
157,0.92818,2.44053
158,0.656983,2.37846
159,1.86583,1.44249
160,2.10734,1.03851
161,0.461265,1.09444
162,1.96049,2.50313
163,2.35934,1.35882
164,2.55031,1.97863
165,1.22902,0.280825
166,2.76598,2.623
167,1.59793,0.928012
168,0.795299,2.76067
169,2.5986,0.501811
170,0.27896,2.36393
171,2.81679,2.5152
172,1.9044,1.94494
173,0.716351,1.38359
174,2.24261,2.03145
175,1.9917,1.13035
176,1.42757,1.36462
177,0.812131,1.04107
178,0.198614,0.0690407
179,1.99755,0.699594
180,0.172603,2.32921
181,2.49652,0.174412
182,1.58527,0.577701
183,2.94355,0.917228
184,0.476211,2.63404
185,1.879,2.77354
186,0.916904,2.31241
187,0.119584,2.75643
188,2.03432,1.73778
189,0.080514,1.10711
190,2.75566,0.697169
191,2.87389,1.46328
192,0.500328,0.180104
193,1.77002,0.111054
194,0.431539,1.75569
195,1.54542,2.21433
196,2.81311,2.2331
197,2.72451,1.29223
198,0.160082,1.89862
199,0.820931,2.49343
200,0.373028,0.905043
201,1.82551,2.22919
202,0.989574,2.9393
203,1.24452,1.12809
204,0.768365,0.894999
205,1.64125,2.17216
206,1.31025,1.68724
207,0.364498,2.17811
208,0.0799556,0.205877
209,0.877053,2.38299
210,0.466814,1.45113
211,0.564459,1.40225
212,0.40737,1.96327
213,0.951626,0.769302
214,1.13408,0.226168
215,0.94896,1.26446
216,0.390919,1.85383
217,1.65113,1.19206
218,1.51126,1.72033
219,1.96312,1.81982
220,2.89965,1.7242
221,1.20598,2.09546
222,2.91258,2.7072
223,1.12197,0.806597
224,1.11019,0.501908
225,1.28087,1.39338
226,1.75851,0.144564
227,2.56412,0.172504
228,1.73918,2.17946
229,1.17855,2.78086
230,1.29153,0.457535
231,1.01329,2.46091
232,1.33737,0.742983
233,0.864092,1.41713
234,2.31237,0.574999
235,2.72977,2.68263
236,0.655552,2.97936
237,0.685329,2.1462
238,1.26692,0.0726078
239,2.95919,0.67734
240,0.271613,1.46906
241,2.80137,2.45347
242,2.0913,2.32084
243,1.95842,2.10986
244,1.85191,1.45947
245,0.356294,0.739866
246,1.82006,0.6024
247,1.03828,2.58991
248,2.94516,2.37308
249,2.06113,0.597051
250,0.982951,1.36059
251,2.06106,1.72965
252,2.85878,1.15499
253,0.833041,2.95063
254,2.65851,0.270807
255,2.19109,0.222356
256,0.789456,2.85471
257,2.58796,0.312059
258,1.62747,1.4645
259,2.24378,1.68283
260,0.314151,0.0729323
261,0.210655,2.0582
262,0.00605504,1.5826
263,1.6998,2.0709
264,2.77633,0.878504
265,1.60465,0.27329
266,0.348877,2.65094
267,0.653059,2.42732
268,1.84876,0.894752
269,0.320231,1.07993
270,0.557067,2.65568
271,0.452892,1.22527
272,0.557527,0.265455
273,0.119691,2.23911
274,2.32006,2.61986
275,2.44536,2.21387
276,0.699796,2.10709
277,0.82886,1.90077
278,0.78509,2.02718
279,1.48116,2.01232
280,1.49076,1.61618
281,2.09874,1.05557
282,1.98909,2.53155
283,1.49762,1.00857
284,0.346306,0.0545733
285,2.75305,2.99242
286,0.724381,0.473599
287,1.33805,1.38045
288,1.11576,0.447655
289,2.01463,2.31936
290,0.527927,0.290031
291,2.49175,2.7857
292,1.11495,2.78795
293,1.32679,0.0650701
294,0.132643,1.97634
295,1.05561,0.578705
296,1.68344,2.96152
297,1.7662,1.28086
298,2.14968,1.56234
299,2.88511,1.92614
300,0.575902,0.639237
301,2.63531,1.09914
302,2.44475,0.115721
303,2.33715,2.55767
304,2.13596,2.02052
305,2.86062,2.50824
306,0.939189,1.84168
307,1.68391,1.52545
308,2.26874,0.3863
309,0.615009,0.357703
310,2.85392,2.46354
311,0.209753,1.29969
312,2.95299,2.91046
313,1.49648,1.04265
314,0.580716,1.03518
315,1.35217,1.16072
316,2.72437,1.80342
317,1.63822,1.28465
318,2.71028,0.039046
319,1.18035,2.0742
320,0.752573,2.57636
321,2.94161,1.36533
322,0.813726,1.48229
323,2.65399,0.548102
324,1.57807,1.54765
325,0.991123,1.84598
326,1.77698,2.75897
327,0.115475,1.72501
328,2.68471,2.45672
329,2.61253,2.65275
330,2.61328,2.34803
331,0.0148643,1.94813
332,0.830725,2.54327
333,0.993793,0.421309
334,1.06393,1.31162
335,0.794309,0.882558
336,1.83623,0.588724
337,0.644984,1.93557
338,1.73385,1.67931
339,0.450443,0.982542
340,2.85728,0.500895
341,2.58429,1.36194
342,2.27221,2.36523
343,2.92626,1.87395
344,0.88952,1.08601
345,0.638345,2.81099
346,2.26915,1.13961
347,2.49954,0.199391
348,2.90695,2.7637
349,2.45407,1.084
350,0.28782,0.930816
351,1.15155,2.71772
352,1.70575,0.393216
353,2.53079,2.86794
354,1.97739,2.3468
355,1.92093,2.92584
356,0.694616,1.22504
357,1.64162,0.594723
358,2.33539,2.16927
359,2.68447,1.52343
360,0.680603,0.39607
361,2.05932,2.94157
362,0.0726679,2.81996
363,1.75361,2.2063
364,2.80312,2.82279
365,1.02488,0.607756
366,2.08613,0.727875
367,0.712878,2.84539
368,1.75306,1.23948
369,0.822656,1.74987
370,0.580998,0.218591
371,0.341455,2.61612
372,1.79839,0.627518
373,0.187897,2.18694
374,1.82724,0.752337
375,1.00812,2.96439
376,2.91712,2.88383
377,2.61219,2.48007
378,1.00805,1.19341
379,2.93965,2.23319
380,1.53713,2.12298
381,2.13343,0.141346
382,2.35868,0.20664
383,1.3205,2.26853
384,2.52175,0.757748
385,1.84009,0.342372
386,1.06021,1.83614
387,2.19283,2.91882
388,1.56227,1.47952
389,2.50244,1.49952
390,1.73914,0.317953
391,2.26134,1.28066
392,2.97719,2.95427
393,1.53201,0.705508
394,2.03118,0.825023
395,0.659221,1.38503
396,1.78606,1.15701
397,2.17051,2.08445
398,0.0474809,1.98085
399,1.39655,1.39996
400,1.50756,1.44647
401,0.300245,1.13883
402,1.87561,2.61506
403,0.0352352,0.580939
404,2.17973,2.69308
405,1.65813,2.14742
406,2.38902,0.321321
407,1.04529,2.75563
408,2.55055,1.74901
409,2.02537,0.284878
410,0.474832,2.19613
411,0.492106,1.59562
412,1.27296,1.32164
413,2.95307,1.62912
414,0.670123,0.874914
415,0.661072,1.96165
416,2.99888,1.73549
417,2.79753,2.10593
418,0.2642,2.69362
419,2.76581,0.962698
420,2.88299,2.53959
421,2.64656,0.57748
422,2.43724,2.3757
423,2.73277,2.44873
424,2.94066,2.75053
425,0.305419,1.38758
426,1.96796,0.106353
427,0.624435,0.730011
428,2.45677,2.53216
429,2.08629,0.549726
430,2.17224,1.55996
431,1.67954,2.60836
432,0.381682,1.52604
433,1.47186,1.42059
434,1.05696,1.35469
435,0.0564492,2.2762
436,1.74839,1.6348
437,2.47543,0.6043
438,0.553536,1.11085
439,1.90343,2.00849
440,0.253204,1.788
441,2.24491,0.810822
442,1.02742,2.83586
443,0.242983,1.76446
444,2.50386,2.32949
445,2.63269,1.54338
446,0.0871846,2.1877
447,0.325435,0.0495574
448,0.231176,1.5148
449,0.734637,0.971063
450,1.30516,0.866248
451,2.78115,1.38733
452,2.1874,2.59328
453,1.18729,0.0442463
454,2.8316,2.24372
455,0.426351,1.89481
456,0.607274,1.63992
457,0.985955,2.14896
458,2.84642,1.69235
459,1.76809,2.11563
460,2.87557,0.00242494
461,0.185049,0.886619
462,1.77519,2.52014
463,0.913007,2.78908
464,1.10057,1.86377
465,2.59654,1.20089
466,1.879,1.33354
467,0.904863,0.037896
468,0.241958,1.73198
469,0.011867,0.567638
470,2.53925,1.69112
471,2.47566,1.34323
472,2.74379,2.22295
473,2.82865,1.11668
474,0.72502,2.53805
475,1.66449,2.05261
476,2.58971,0.33128
477,0.808928,1.71384
478,2.9683,1.83469
479,0.603495,2.66984
480,2.63107,2.79302
481,0.616158,2.34093
482,0.227948,2.51182
483,0.0457686,2.77673
484,2.27018,1.82963
485,0.787956,2.16107
486,1.64534,2.50167
487,2.38085,0.862287
488,0.800214,1.23209
489,2.21172,0.0825564
490,1.72557,1.66038
491,2.90341,2.69992
492,0.632471,2.58827
493,1.4457,2.54947
494,0.069874,0.311446
495,2.92763,1.32901
496,1.29174,1.4698
497,1.02129,2.84342
498,2.10971,1.18438
499,2.46181,1.09347
500,1.76207,1.18661
501,2.55046,1.01968
502,0.391241,0.61549
503,2.81242,2.78314
504,2.40729,2.32969
505,1.18695,1.49658
506,0.426564,0.651974
507,0.0284731,2.31921
508,2.06275,2.38997
509,2.55896,0.557183
510,0.325577,2.36509
511,2.20303,0.134353
512,2.27328,2.64031
513,1.87881,1.21213
514,2.3828,1.44353
515,2.35171,0.360159
516,0.946581,2.3581
517,0.865881,0.912461
518,0.156049,1.61653
519,1.38315,1.96337
520,2.93992,2.07154
521,0.00552502,2.59913
522,0.739117,1.6462
523,0.852322,0.767839
524,2.03738,1.63244
525,1.5571,2.59389
526,0.236557,0.818226
527,2.03762,1.9042
528,1.56864,2.14892
529,1.64342,1.2424
530,0.823147,2.48711
531,1.33814,0.713854
532,2.86791,0.715478
533,0.446616,1.23009
534,1.50504,1.05958
535,2.03517,0.995063
536,1.18456,0.462527
537,1.59104,0.246038
538,2.82542,0.278674
539,0.965302,1.11846
540,0.948414,2.39264
541,2.61381,0.877607
542,2.97407,0.974026
543,2.59805,1.72551
544,0.724151,1.44377
545,2.34427,2.85013
546,0.136069,0.94347
547,0.356683,0.0974708
548,0.111077,2.37294
549,2.95819,0.020547
550,1.4468,1.50119
551,0.266216,1.56058
552,0.781001,1.41399
553,2.28206,1.8313
554,1.93012,2.16185
555,2.63308,0.359942
556,2.8154,1.27103
557,2.07581,2.81067
558,1.90481,0.254277
559,1.26149,2.78003
560,0.14168,1.23311
561,0.76407,2.48152
562,2.40435,0.291087
563,1.38615,0.566315
564,2.4026,1.70827
565,1.94758,2.90783
566,2.67391,0.904069
567,2.42951,0.418693
568,2.32664,0.351891
569,0.7703,1.50283
570,0.913126,0.139965
571,1.86776,2.30187
572,2.87558,1.00278
573,1.51011,1.91596
574,0.0212327,2.96456
575,0.249232,0.818651
576,0.580574,0.173464
577,2.20767,2.52994
578,2.47049,2.32163
579,0.899599,0.240918
580,0.226022,2.05037
581,2.6935,0.361622
582,0.750852,1.38886
583,0.211337,2.77255
584,0.155822,2.43287
585,2.17825,0.19717
586,1.86573,2.91916
587,0.133102,1.83289
588,0.91839,2.28867
589,0.725902,2.47173
590,0.32907,1.4108
591,2.2633,1.28487
592,1.1789,0.866945
593,2.5517,0.894331
594,2.00536,1.79751
595,2.31886,2.22679
596,0.815695,0.891848
597,1.24234,2.49746
598,0.296866,2.85627
599,0.00205053,0.813931
600,2.18165,0.683807
601,1.15118,0.659425
602,1.02116,1.54195
603,0.383541,2.83392
604,2.99764,1.03641
605,2.95672,2.49665
606,0.698922,0.0764581
607,2.58056,2.91916
608,0.200194,1.61502
609,1.43667,2.57277
610,2.92592,2.24381
611,2.43427,2.58651
612,0.757411,2.56948
613,2.5158,0.734627
614,2.8727,0.959016
615,0.608555,1.98011
616,2.45396,2.88359
617,0.46131,2.56565
618,0.562275,1.5313
619,1.12209,2.77504
620,1.94089,1.82468
621,0.806179,0.885458
622,2.29808,2.60983
623,2.51399,0.432374
624,2.16702,0.406078
625,2.39784,1.95731
626,1.58343,1.49272
627,2.34244,2.12493
628,0.63082,1.01118
629,1.50651,2.01329
630,2.27411,1.15744
631,1.24119,1.52346
632,2.65202,0.0346669
633,1.55593,2.82462
634,1.82427,0.114024
635,2.7644,1.96027
636,0.558089,0.368661
637,0.941261,1.40072
638,2.50258,2.9281
639,2.34349,2.05358
640,1.1852,1.59786
641,0.283688,2.69932
642,1.42,1.57957
643,1.56701,1.81326
644,0.133981,2.77249
645,2.25249,2.08047
646,1.04723,2.28601
647,2.91071,0.276952
648,0.471081,1.89727
649,1.82245,0.306197
650,2.12808,1.49089
651,0.948728,1.21361
652,1.1157,2.68925
653,2.83267,1.08413
654,1.43576,0.376542
655,0.738863,0.0425128
656,1.88763,0.772623
657,0.734642,0.969376
658,1.74715,2.89213
659,0.77216,2.60672
660,1.77516,0.109068
661,0.0768826,1.7708
662,1.8263,2.64767
663,0.394808,0.771304
664,2.86381,0.270099
665,1.9035,0.581505
666,0.992745,2.87803
667,0.683796,2.89083
668,2.13905,1.40366
669,1.78225,0.42316
670,2.67178,1.76832
671,2.90727,2.02985
672,2.9947,2.75475
673,0.664526,2.89246
674,2.3692,1.00149
675,1.6246,0.349452
676,2.55489,2.60609
677,0.583879,0.0804829
678,0.622752,2.308
679,0.0723392,1.30016
680,2.73747,1.13421
681,0.374702,2.39563
682,0.581082,1.81365
683,1.18086,2.88576
684,0.961608,2.69039
685,2.21224,2.2273
686,1.78067,1.54962
687,2.92646,0.202586
688,2.5567,1.81681
689,0.220027,0.37058
690,1.54874,1.67663
691,0.516995,0.696304
692,1.47109,2.45968
693,2.97326,0.577769
694,1.40402,0.146439
695,2.10843,0.208922
696,1.6949,2.79581
697,1.18913,0.268499
698,1.44717,1.91862
699,1.53118,0.164466
700,0.873025,1.98532
701,0.960138,0.0274524
702,0.22346,0.533372
703,1.05183,1.10008
704,0.405496,2.16684
705,1.10148,1.26564
706,2.01754,1.15895
707,1.68697,0.386785
708,1.06958,0.712049
709,1.12074,2.64587
710,2.51976,0.139494
711,0.415178,1.37981
712,2.13413,1.43079
713,0.847454,2.38631
714,2.4165,2.61243
715,1.27733,2.92097
716,0.603443,0.0492722
717,2.97594,1.31043
718,1.90566,2.12774
719,0.271776,2.35054
720,2.23944,2.50378
721,1.79715,2.40596
722,0.875896,1.36774
723,2.24492,2.31427
724,2.39606,1.32561
725,0.947834,2.11343
726,2.57826,2.03653
727,2.15951,1.51933
728,2.58953,1.81112
729,2.71003,1.75311
730,1.88286,2.60938
731,1.36742,0.893691
732,1.72142,1.99756
733,2.74197,1.11859
734,2.20232,1.93515
735,1.27655,1.71957
736,1.85873,0.605613
737,0.911196,0.211116
738,2.4327,1.8408
739,2.94521,2.20184
740,0.969405,1.85921
741,2.21293,1.48873
742,1.90171,1.62654
743,0.491746,0.830099
744,1.23203,0.856591
745,2.7581,2.23007
746,2.94118,2.0105
747,1.21478,1.8086
748,0.468629,0.248808
749,0.538386,1.95457
750,2.29406,0.357791
751,2.47532,1.22441
752,2.56908,2.18245
753,1.39449,1.58794
754,0.160917,1.2552
755,0.561752,1.05946
756,2.11955,1.23944
757,0.436946,0.934739
758,1.995,1.17262
759,2.85255,0.837799
760,0.534018,0.766064
761,1.36368,0.416564
762,0.347218,1.22774
763,2.94936,0.377941
764,1.07547,1.83475
765,2.42549,2.6168
766,1.63738,0.171441
767,2.65817,1.19062
768,1.01189,1.42214
769,0.19065,1.56454
770,0.529558,1.29759
771,0.912281,1.75901
772,2.09114,1.45344
773,1.77418,0.0378656
774,1.21882,2.3479
775,2.83573,2.58959
776,0.952178,0.998615
777,0.167281,1.68527
778,0.730798,2.69069
779,0.0387295,2.19598
780,1.00166,1.06688
781,1.51938,0.317384
782,0.296242,1.96683
783,1.24007,2.33094
784,0.532393,0.671951
785,2.16275,0.178797
786,2.23753,0.321466
787,2.2667,1.3837
788,1.5895,1.33612
789,1.4955,0.0208953
790,0.740959,0.820161
791,1.4256,1.89512
792,1.03142,0.568942
793,2.69987,1.09585
794,2.05967,2.43469
795,1.54336,1.15436
796,2.95543,1.77841
797,2.83936,1.46655
798,0.0167808,2.31421
799,2.85466,0.714394
800,2.48383,1.0386
801,0.970307,1.51644
802,2.28175,2.92488
803,1.67962,0.665073
804,1.96407,2.24516
805,1.64662,0.37664
806,0.00640457,2.72987
807,1.41562,2.07417
808,2.45374,2.98559
809,0.501152,1.0834
810,2.70893,2.47991
811,0.22177,2.92479
812,1.52729,2.3226
813,0.926014,0.549371
814,1.50555,0.663141
815,1.49299,1.79416
816,0.907488,0.608063
817,0.950152,2.44296
818,0.131326,2.15865
819,0.307613,2.70934
820,0.360895,0.383466
821,1.51643,0.763504
822,0.540217,1.14824
823,1.24407,2.66961
824,0.104373,2.79449
825,1.4179,2.33518
826,1.99842,0.433831
827,0.257674,0.502413
828,2.48565,2.45222
829,0.19419,1.27153
830,0.481953,0.141905
831,0.250039,0.650827
832,0.52799,2.42836
833,2.62177,0.231286
834,2.48829,0.988085
835,2.10221,0.448168
836,0.779383,2.63325
837,0.0884076,0.352743
838,1.33038,1.28058
839,0.65473,1.22645
840,1.71244,0.0774121
841,1.70807,1.61141
842,2.63219,1.08668
843,0.419933,0.89258
844,1.82518,0.115386
845,2.55347,2.54801
846,1.69735,1.53067
847,1.3517,2.86744
848,0.304965,1.97888
849,0.360414,0.899145
850,2.30872,1.77728
851,1.82241,1.94779
852,1.22467,0.208754
853,0.487658,1.75203
854,1.19842,0.261668
855,2.83771,0.383773
856,0.834066,2.29291
857,2.5806,2.62127
858,0.299917,0.0377483
859,0.840541,1.46001
860,2.2613,2.9634
861,2.12711,0.606875
862,1.84207,0.527659
863,0.493613,0.548497
864,1.42642,0.407305
865,1.24973,2.34611
866,1.25633,2.38506
867,2.8685,0.985186
868,2.08508,0.842907
869,1.50808,0.777455
870,0.71075,1.83217
871,2.57302,0.239457
872,2.40188,1.5409
873,1.2875,2.76262
874,1.26811,2.36715
875,2.40578,2.43475
876,2.17116,2.0345
877,1.47759,2.58067
878,1.33791,2.57596
879,2.49218,2.10381
880,1.70021,1.51104
881,1.84915,1.10608
882,0.534297,1.21469
883,1.80489,0.651897
884,0.491917,0.292936
885,2.68294,0.689842
886,1.74328,2.43609
887,1.40334,1.97522
888,2.72394,2.27424
889,2.58809,2.15475
890,2.44108,0.719571
891,1.14718,2.71291
892,2.62713,1.37074
893,2.52424,1.74383
894,1.43116,0.0651946
895,0.606069,1.30628
896,2.98039,2.67228
897,1.44469,1.53709
898,1.28283,2.27155
899,0.175477,0.126586
900,0.837119,1.49791
901,0.540632,0.624194
902,1.15649,2.53489
903,1.67261,0.194262
904,2.58243,0.951743
905,0.046325,1.66417
906,2.57233,0.326126
907,0.593735,0.391546
908,0.715345,1.08205
909,1.89456,1.17399
910,2.22114,2.88209
911,0.274337,1.62735
912,1.48935,2.22212
913,2.55906,0.902755
914,0.509763,2.96361
915,1.78631,1.85248
916,0.372737,0.601238
917,0.327491,1.68066
918,2.09545,2.33844
919,2.29625,0.161216
920,0.86856,0.933146
921,0.00540136,1.39809
922,2.71815,1.31071
923,2.27775,2.92969
924,2.97203,2.53536
925,2.49641,2.54203
926,2.8551,1.1891
927,2.46036,1.8031
928,1.34755,2.11037
929,2.29945,2.53302
930,0.101132,1.34789
931,2.71532,0.791603
932,2.15447,0.828696
933,1.59084,1.44277
934,2.96879,0.174682
935,0.513913,0.435704
936,2.91611,1.38494
937,0.989894,0.466608
938,0.316753,2.14951
939,1.57653,1.51052
940,1.8811,2.27972
941,0.505453,2.17872
942,0.623925,2.10535
943,0.167666,1.26721
944,1.75437,0.605992
945,1.05688,0.0547976
946,0.143192,0.872021
947,2.39731,0.0602535
948,0.584543,1.00756
949,1.53293,1.65653
950,2.20734,1.93441
951,1.90131,1.63514
952,2.16434,1.82074
953,1.44163,0.452524
954,0.226596,0.719806
955,2.84536,2.26444
956,1.01826,0.099547
957,0.622606,0.666346
958,0.977059,2.32704
959,1.01226,0.607249
960,2.13403,2.26855
961,2.19024,0.583695
962,0.545844,2.28033
963,1.62933,2.96263
964,2.13221,2.28321
965,0.330373,0.560915
966,0.206481,0.104307
967,1.8832,2.33921
968,1.7473,1.15205
969,0.497517,1.83629
970,2.8477,2.63219
971,2.45109,2.2431
972,0.408695,2.69963
973,0.863745,2.32642
974,2.41325,2.13424
975,2.16969,0.704173
976,0.409007,1.84052
977,0.735421,2.24771
978,1.33633,1.33672
979,0.177379,2.66129
980,2.3272,2.46798
981,2.82632,2.58127
982,0.771213,2.98452
983,1.98289,0.0880373
984,0.338906,0.147892
985,2.70609,0.404921
986,2.73167,2.25026
987,2.3304,2.75804
988,0.34347,0.802164
989,2.27228,0.12
990,0.776368,1.18351
991,0.0956747,0.669778
992,1.0469,2.37221
993,0.405413,1.67044
994,0.278059,2.03353
995,1.48167,0.26912
996,2.62679,0.07741
997,2.60887,0.169843
998,1.04529,0.237546
999,1.83805,2.59113
