Source,Target,Weight,Delay
4,792,121.521,3
4,795,106.263,4
4,798,145.542,4
4,810,157.073,4
4,823,62.2309,5
4,836,199.824,8
4,841,57.4137,3
4,848,65.4576,1
4,859,41.9719,2
4,862,39.7865,3
4,874,77.9217,4
4,880,171.599,7
4,895,151.787,2
4,897,9.75348,3
4,904,3.98398,7
4,905,9.86534,3
4,921,165.638,3
4,924,184.387,3
4,933,179.732,4
4,949,61.3981,4
4,966,75.7128,3
4,980,111.69,3
4,991,54.1467,2
5,17,161.657,1
5,54,142.134,4
5,55,122.577,2
5,68,68.2139,1
5,70,104.447,1
5,75,115.666,2
5,79,141.146,4
5,80,90.5261,5
5,85,58.8524,1
5,87,68.4705,1
5,92,25.0115,2
5,98,62.2303,4
5,129,65.6679,6
5,134,1.38534,3
5,136,155.19,4
5,140,54.8234,3
5,173,135.574,1
5,178,197.986,2
5,187,83.0486,2
5,194,199.432,4
5,199,182.864,1
5,200,141.542,5
5,245,20.9498,3
5,252,155.245,4
5,253,199.119,4
5,280,105.417,3
5,282,7.77769,1
5,286,8.90839,3
5,288,159.402,5
5,321,4.4299,2
5,324,147.576,4
5,331,13.3763,4
5,332,83.7911,3
5,339,185.969,2
5,346,180.482,3
5,357,155.865,2
5,359,108.83,3
5,389,112.08,2
5,406,142.969,5
5,410,12.1662,3
5,417,110.899,4
5,420,161.217,6
5,425,81.3715,1
5,437,75.2609,5
5,474,112.974,4
5,476,147.109,3
5,477,75.9513,2
5,482,108.647,3
5,493,79.3031,1
5,498,140.897,8
5,509,56.4057,3
5,512,33.5962,2
5,520,150.257,2
5,523,28.728,6
5,531,119.893,5
5,532,17.7894,3
5,533,74.1839,5
5,540,164.379,5
5,581,137.007,4
5,597,133.297,4
5,610,178.158,3
5,617,175.529,3
5,624,151.268,6
5,628,181.934,3
5,630,109.811,2
5,645,150.935,2
5,647,149.155,1
5,654,57.4864,5
5,664,146.3,5
5,693,56.0877,3
5,700,150.901,3
5,707,42.1524,5
5,742,41.6809,2
5,746,79.3594,5
5,747,119.987,2
5,765,82.6472,5
5,773,74.8815,5
5,774,64.6879,2
5,812,101.639,1
5,830,3.72436,6
5,831,40.2998,2
5,840,119.693,4
5,852,42.9708,3
5,855,160.236,7
5,862,20.7845,5
5,872,20.2082,5
5,892,91.1141,1
5,899,79.1625,2
5,909,78.7347,2
5,926,20.1839,7
5,929,16.9793,5
5,937,92.2346,2
5,944,147.451,2
5,958,140.16,3
5,964,86.6605,2
5,977,140.582,5
5,982,79.5351,5
5,986,92.7279,5
5,997,53.7644,5
6,14,68.524,3
6,23,98.8601,5
6,70,186.957,5
6,71,37.7464,8
6,92,166.23,5
6,105,8.62898,3
6,111,98.8127,6
6,118,147.166,3
6,148,123.386,3
6,157,133.698,1
6,159,150.22,3
6,166,17.0533,8
6,219,89.5728,8
6,245,125.282,2
6,251,170.816,2
6,273,37.8708,2
6,276,35.5646,5
6,309,121.91,8
6,319,21.1973,6
6,325,0.327708,4
6,329,0.196927,1
6,345,17.4538,1
6,360,197.538,3
6,368,129.489,5
6,427,106.224,4
6,462,99.192,2
6,463,43.9784,5
6,471,116.091,1
6,510,121.249,5
6,522,47.4895,2
6,528,191.735,4
6,529,164.378,9
6,540,53.8748,2
6,543,39.4916,2
6,551,23.9234,7
6,552,155.45,8
6,555,13.1799,1
6,571,55.7752,3
6,574,36.075,3
6,581,101.197,1
6,586,68.2296,6
6,588,83.4377,4
6,629,170.881,2
6,643,84.8159,3
6,654,143.421,2
6,664,138.017,1
6,684,131.261,3
6,693,113.995,2
6,703,167.905,1
6,707,26.8508,1
6,714,180.855,4
6,743,13.8783,6
6,746,28.6254,3
6,747,24.2577,4
6,751,95.9597,3
6,755,146.168,3
6,759,131.127,5
6,766,33.4556,9
6,773,117.222,2
6,785,109.77,3
6,829,106.325,3
6,849,196.307,2
6,862,142.32,7
6,865,42.4277,8
6,881,86.5517,5
6,919,133.111,1
6,931,165.173,10
6,959,101.912,1
6,969,15.0425,5
6,975,24.0512,6
6,980,152.062,9
6,995,165.143,4
7,1,50.0686,3
7,28,174.926,3
7,48,130.442,1
7,49,72.7153,6
7,55,165.029,7
7,86,25.8432,5
7,88,48.2261,3
7,101,142.72,6
7,112,117.627,4
7,119,29.4946,2
7,124,90.2158,5
7,150,135.02,4
7,152,179.269,3
7,168,69.0785,2
7,179,83.7942,5
7,187,77.8135,8
7,191,19.8342,6
7,200,41.3944,3
7,212,21.362,1
7,217,18.9373,3
7,221,184.332,6
7,224,52.3839,2
7,226,48.2856,2
7,239,191.832,5
7,255,6.96088,5
7,256,121.736,4
7,265,150.177,2
7,274,122.617,4
7,290,59.4155,3
7,294,128.557,3
7,296,70.988,9
7,310,172.855,6
7,316,73.6663,2
7,330,176.909,4
7,339,94.6494,5
7,348,141.386,4
7,364,108.914,2
7,366,68.3637,4
7,368,86.3208,4
7,371,187.048,2
7,378,1.60572,4
7,383,14.8469,3
7,400,65.5635,3
7,408,129.941,3
7,416,10.8609,1
7,426,172.269,6
7,446,197.624,5
7,451,5.5301,4
7,454,50.9353,4
7,460,41.6593,4
7,468,132.051,1
7,498,23.5778,3
7,502,167.869,1
7,510,188.908,5
7,514,126.978,1
7,521,24.4711,1
7,537,59.3419,1
7,549,94.2911,3
7,558,23.7149,5
7,562,40.0129,3
7,568,22.9002,1
7,572,161.093,2
7,585,144.683,2
7,590,57.0487,1
7,594,174.797,4
7,631,76.6553,2
7,643,51.0981,6
7,644,177.656,1
7,649,115.46,2
7,682,50.4634,2
7,697,148.989,1
7,717,132.128,2
7,729,119.833,3
7,737,5.82383,2
7,744,152.786,3
7,754,182.681,4
7,762,31.5268,2
7,766,72.3577,1
7,772,115.143,4
7,782,7.03258,1
7,788,111.648,4
7,794,132.53,4
7,804,89.9723,3
7,812,23.8236,6
7,823,30.3814,6
7,827,27.6122,5
7,846,49.8241,3
7,848,116.469,1
7,857,45.0522,2
7,863,191.347,2
7,867,86.0237,8
7,875,19.33,2
7,886,158.805,8
7,891,109.346,4
7,893,95.3937,3
7,905,180.882,3
7,908,16.9158,5
7,915,38.7796,2
7,919,87.738,8
7,921,197.101,4
7,926,164.168,3
7,949,197.11,4
7,951,196.605,7
7,954,85.6247,3
7,957,44.1137,5
7,966,7.21863,3
7,973,188.032,4
7,974,140.238,5
7,975,151.669,3
7,979,31.8737,6
7,989,140.443,4
7,990,197.048,3
7,993,158.368,2
7,994,21.4215,6
7,998,41.2397,4
8,17,42.2611,3
8,22,84.2095,3
8,44,158.157,6
8,51,115.602,1
8,61,135.571,2
8,87,180.469,3
8,101,7.82148,1
8,123,18.9515,3
8,139,92.0845,1
8,144,143.712,3
8,163,78.1916,5
8,164,32.1836,2
8,167,73.4604,2
8,178,158.322,2
8,181,42.3783,3
8,214,107.606,4
8,230,118.388,2
8,257,174.118,1
8,281,59.7895,2
8,288,102.798,4
8,299,89.1928,1
8,309,143.505,2
8,317,65.0061,4
8,318,65.8917,4
8,322,60.9719,5
8,325,173.302,6
8,328,57.9219,4
8,337,19.6352,2
8,349,56.5484,2
8,368,4.64438,3
8,371,79.2864,5
8,381,11.467,4
8,403,188.457,2
8,416,76.979,5
8,453,66.4716,4
8,455,57.3251,3
8,475,81.816,1
8,476,62.8536,1
8,486,116.916,5
8,496,89.544,6
8,501,115.145,1
8,509,161.342,2
8,513,140.206,5
8,525,24.802,3
8,527,13.8309,1
8,528,67.7888,7
8,532,98.1011,3
8,536,44.9194,3
8,538,191.533,2
8,544,142.31,6
8,547,65.7663,3
8,550,105.491,2
8,554,176.94,6
8,596,13.866,5
8,611,29.9817,3
8,660,12.3202,1
8,664,110.246,7
8,667,141.812,3
8,700,15.9211,2
8,710,121.078,2
8,727,23.0885,1
8,740,134.347,4
8,743,75.7663,5
8,747,139.864,3
8,749,41.4264,4
8,759,138.923,2
8,764,112.287,1
8,772,199.317,5
8,774,1.87265,3
8,779,78.0286,4
8,802,54.2873,2
8,812,183.757,2
8,815,49.9984,3
8,831,77.8182,2
8,844,190.687,3
8,847,174.789,3
8,850,13.084,5
8,858,120.775,2
8,876,124.583,2
8,880,60.7071,5
8,888,196.946,3
8,896,38.3715,3
8,899,54.9151,3
8,909,55.4802,3
8,910,181.676,1
8,921,180.965,2
8,934,100.043,5
8,937,190.778,2
8,943,115.456,3
8,948,20.2373,3
8,949,120.431,2
8,963,180.399,2
8,966,66.1152,5
9,2,41.5974,6
9,32,60.2258,5
9,43,69.3972,5
9,74,45.7451,8
9,85,14.0116,6
9,86,139.31,2
9,91,142.021,5
9,104,4.81747,2
9,108,94.3364,2
9,190,105.172,5
9,202,43.4746,1
9,208,60.3553,1
9,211,194.549,4
9,214,136.974,1
9,264,94.7788,3
9,267,18.5707,6
9,274,97.8757,3
9,281,27.147,5
9,284,83.5231,3
9,285,3.47733,5
9,304,166.927,5
9,309,106.795,3
9,315,108.863,4
9,318,124.72,3
9,321,84.169,4
9,324,134.605,8
9,331,11.2455,4
9,334,194.752,2
9,337,141.001,5
9,341,164.362,2
9,342,182.008,9
9,355,25.0799,1
9,361,165.361,3
9,402,102.178,10
9,413,103.096,6
9,422,0.320694,1
9,431,82.4625,2
9,441,4.3495,4
9,450,184.597,2
9,501,88.1976,5
9,503,172.563,3
9,511,159.656,2
9,519,3.00698,2
9,538,27.5411,5
9,561,115.809,5
9,575,57.4808,2
9,598,174.022,3
9,617,88.8051,5
9,655,27.8744,2
9,672,171.734,6
9,679,169.59,1
9,761,91.0354,5
9,763,118.287,2
9,779,14.3056,2
9,789,171.374,1
9,794,44.5672,3
9,819,97.0038,1
9,826,119.118,6
9,830,1.41231,1
9,844,158.623,3
9,846,167.621,5
9,847,47.8595,2
9,854,102.177,3
9,866,100.003,1
9,874,121.936,6
9,909,62.1231,6
9,931,44.9004,2
9,947,10.9609,2
9,957,129.154,2
9,974,140.372,5
9,991,124.356,3
10,0,12.8376,2
10,9,69.71,1
10,17,126.241,6
10,32,146.276,5
10,43,24.4232,6
10,54,42.8017,2
10,60,95.4293,2
10,64,15.6157,7
10,81,90.5676,2
10,86,70.6997,2
10,104,57.5526,1
10,108,167.533,1
10,120,87.4481,2
10,124,53.9492,3
10,131,133.552,3
10,142,2.92489,5
10,171,74.4838,2
10,208,1.77052,2
10,230,21.996,2
10,236,93.4363,4
10,242,184.534,7
10,256,3.89925,6
10,285,119.164,4
10,336,34.8014,2
10,354,20.9812,10
10,361,122.794,2
10,366,166.464,3
10,371,110.674,5
10,378,159.354,6
10,380,133.406,1
10,385,167.404,3
10,389,51.3099,6
10,405,70.3294,9
10,422,24.1103,2
10,432,151.853,1
10,445,92.2523,5
10,460,122.588,5
10,475,13.0785,4
10,476,189.06,4
10,478,138.006,4
10,482,192.656,7
10,550,18.2366,2
10,556,42.8803,6
10,560,26.0689,5
10,585,153.083,5
10,598,114.435,2
10,601,39.7329,6
10,608,178.392,6
10,610,119.625,4
10,617,171.657,5
10,637,167.916,3
10,655,124.921,3
10,659,87.8347,7
10,677,189.769,3
10,709,104.163,2
10,723,90.2316,8
10,750,60.3633,4
10,764,85.4303,3
10,779,195.576,2
10,782,79.1993,7
10,790,104.897,5
10,791,131.552,4
10,798,95.5383,4
10,802,19.6299,5
10,809,42.1622,3
10,818,40.7365,3
10,823,20.5514,2
10,830,127.774,2
10,831,46.8194,4
10,843,97.9789,6
10,851,54.8549,3
10,861,49.9965,3
10,870,180.509,4
10,894,48.0988,1
10,908,101.738,7
10,918,50.5777,5
10,931,29.8217,3
10,941,121.182,3
10,947,36.4794,1
10,950,72.2624,5
10,971,132.213,5
10,973,40.9544,6
11,28,72.6324,2
11,33,120.867,3
11,37,102.581,2
11,39,177.541,2
11,41,31.9541,4
11,52,163.917,1
11,66,128.548,3
11,71,171.542,5
11,86,66.8257,4
11,103,141.423,5
11,104,190.826,5
11,113,66.7543,2
11,133,50.0483,5
11,134,154.17,3
11,139,119.976,2
11,142,82.4826,2
11,144,122.518,3
11,156,151.749,5
11,158,181.082,1
11,165,177.762,4
11,167,117.542,1
11,171,14.2199,5
11,200,52.0177,3
11,219,22.6367,6
11,220,59.4257,3
11,235,99.7438,3
11,244,173.138,2
11,248,99.7297,5
11,252,140.458,2
11,265,177.589,3
11,267,82.3773,6
11,269,24.4746,3
11,278,138.417,1
11,282,136.828,4
11,286,17.9723,2
11,295,158.49,4
11,307,94.3984,2
11,315,39.1291,4
11,326,136.958,3
11,338,16.3154,3
11,339,41.0012,2
11,344,28.0495,1
11,370,148.306,3
11,382,142.148,3
11,386,52.7471,4
11,393,87.8985,2
11,411,188.733,5
11,418,4.40309,2
11,422,62.3613,4
11,443,177.368,3
11,447,22.4014,4
11,454,173.453,4
11,456,60.9179,3
11,469,156.221,5
11,476,144.808,3
11,490,167.899,5
11,501,174.006,3
11,515,36.9898,1
11,521,63.0036,3
11,525,112.927,5
11,527,70.2012,3
11,535,171.364,5
11,537,76.5917,3
11,542,62.1405,5
11,549,41.2703,3
11,556,105.26,2
11,564,68.7081,2
11,570,98.4063,3
11,586,172.777,2
11,616,56.9432,2
11,624,52.8212,3
11,631,147.702,1
11,647,57.212,4
11,651,88.1477,4
11,656,183.558,4
11,685,192.712,5
11,712,192.2,3
11,713,58.8451,3
11,732,94.0943,5
11,733,33.936,2
11,755,181.529,5
11,758,112.039,2
11,760,2.70081,6
11,795,115.748,2
11,814,115.008,5
11,817,158.237,8
11,825,111.466,5
11,832,64.3598,5
11,839,88.7184,2
11,847,98.912,3
11,850,18.2269,3
11,860,133.93,5
11,863,165.572,3
11,870,125.857,4
11,884,177.74,6
11,897,187.159,3
11,916,15.5743,2
11,958,36.0058,5
11,975,149.644,1
11,977,108.302,3
11,978,112.23,3
12,3,128.225,6
12,94,118.62,2
12,96,102.229,4
12,109,125.847,5
12,110,79.0029,2
12,112,41.8248,1
12,117,192.522,2
12,126,116.183,2
12,131,127.319,7
12,151,59.6747,8
12,152,139.05,3
12,160,195.431,5
12,189,118.37,3
12,190,128.956,1
12,192,189.749,2
12,196,81.4869,2
12,217,120.913,2
12,233,128.335,2
12,241,141.167,7
12,251,125.569,11
12,264,12.0309,4
12,267,129.647,1
12,269,187.325,4
12,281,179.271,7
12,291,185.424,1
12,297,11.633,2
12,300,33.798,1
12,302,121.834,10
12,306,28.14,1
12,307,49.083,5
12,313,103.467,2
12,314,61.2352,4
12,338,86.4942,6
12,341,58.7541,4
12,342,71.3079,8
12,378,91.8931,1
12,388,84.0357,4
12,398,84.9857,4
12,437,198.464,6
12,445,114.613,5
12,464,8.83133,1
12,490,152.155,2
12,513,164.2,9
12,518,10.3478,2
12,529,159.524,6
12,535,38.8305,2
12,553,43.7826,4
12,566,67.1373,6
12,569,49.8987,1
12,589,181.009,2
12,600,95.1184,2
12,608,183.724,1
12,624,34.0541,4
12,637,115.954,6
12,665,183.925,4
12,666,96.3918,2
12,672,99.0807,3
12,673,80.7517,1
12,697,109.8,6
12,712,199.886,4
12,729,93.4919,4
12,735,90.2694,2
12,759,67.093,8
12,786,12.3987,3
12,789,141.923,6
12,792,151.311,7
12,794,59.3748,3
12,801,167.707,2
12,815,53.4785,7
12,818,30.3718,6
12,821,81.365,3
12,826,106.353,1
12,827,26.1038,8
12,870,80.1451,3
12,878,64.5536,3
12,884,107.583,10
12,924,26.9337,7
12,925,59.8456,1
12,926,68.486,3
12,931,127.389,3
12,935,110.071,10
12,955,182.852,5
12,956,156.35,4
12,965,118.442,1
12,971,28.0745,1
12,998,7.24991,7
13,7,1.3861,3
13,8,133.812,3
13,9,117.783,5
13,11,83.8841,1
13,28,73.2023,2
13,32,87.9369,3
13,34,52.3984,5
13,68,20.1772,4
13,70,10.1238,3
13,95,76.3896,4
13,98,9.88127,2
13,123,11.4179,4
13,130,171.665,4
13,134,25.2842,3
13,136,91.9836,3
13,139,62.4784,2
13,142,73.6682,2
13,153,193.496,5
13,160,108.197,5
13,161,41.2925,3
13,168,157.907,5
13,169,100.356,3
13,182,68.5748,4
13,184,46.3297,6
13,186,198.757,5
13,191,114.813,5
13,215,43.7119,5
13,221,78.8256,3
13,229,42.0539,3
13,269,5.87224,3
13,285,28.7161,6
13,289,72.9241,2
13,294,96.2827,4
13,298,187.565,2
13,299,22.8807,3
13,314,48.6824,3
13,319,125.422,4
13,330,106.443,3
13,332,124.192,1
13,333,63.1889,2
13,338,10.8794,3
13,346,151.552,6
13,347,16.7621,5
13,350,62.6075,2
13,351,189.052,3
13,366,133.709,4
13,369,7.95038,2
13,374,195.23,5
13,376,163.329,1
13,394,122.718,5
13,400,94.9495,4
